name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"Fairfax, VA 22030",2022-09-12T14:00:00,82.7,87.1,70.7,67.22,0,0,,0,0,5.4,4,109,1009.6,80.8,9.9,650,2.3,7,60,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-12T15:00:00,80.5,84.1,70.8,72.46,0,0,,0,0,7.4,5.5,131,1008.8,83.2,9.9,22,0.1,0,60,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-12T16:00:00,76.5,76.5,73.4,89.9,0.021,100,rain,0,0,6.5,4.2,340,1008.4,86.5,5.8,108,0.4,1,60,"Rain, Partially cloudy",rain,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-12T17:00:00,73.7,73.7,71.8,93.58,0.021,100,rain,0,0,9.2,8.8,325,1008.7,91.7,4.6,4,0,0,30,"Rain, Overcast",rain,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-12T18:00:00,72,72,70.3,94.25,0.128,100,rain,0,0,20.8,2.9,349,1008.4,73,5.8,10,0,0,10,"Rain, Partially cloudy",rain,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-12T19:00:00,72.3,72.3,70.3,93.23,0.003,100,rain,0,0,7.8,2.1,113,1007.8,74,9.9,5,0,0,10,"Rain, Partially cloudy",rain,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-12T20:00:00,70.9,70.9,69.8,96.07,0,0,,0,0,7.8,1.5,68,1008.2,65,9.9,491,1.8,0,10,Partially cloudy,partly-cloudy-night,"72403603710,0406W,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-12T21:00:00,71.2,71.2,70.6,97.82,0,0,,0,0,1.8,0,0,1008.9,95.6,9.9,392,1.4,0,10,Overcast,cloudy,"72403603710,0406W,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-12T22:00:00,72.6,72.6,69.2,89.17,0,0,,0,0,9.8,5.8,329,1009,82,9.9,311,1.1,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-12T23:00:00,70.9,70.9,69.3,94.46,0,0,,0,0,13.2,4.8,319,1009.1,50,9.9,146,0.5,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T00:00:00,70.8,70.8,69.2,94.88,0,0,rain,0,0,5.8,2.7,327,1009.1,50,9.4,69,0.2,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T01:00:00,69.2,69.2,68.3,96.79,0,0,,0,0,3.1,0,0,1009.1,88.9,9.9,49,0.2,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T02:00:00,70.1,70.1,68.4,94.39,0,0,,0,0,9.6,0.6,337,1008.8,91.1,9.9,23,0.1,0,10,Overcast,cloudy,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T03:00:00,70,70,68.6,95.22,0,0,,0,0,12.8,1,330,1008.2,65.7,9.9,15,0.1,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,72403793728,KDAA"
"Fairfax, VA 22030",2022-09-13T04:00:00,69.8,69.8,67.2,91.29,0,0,,0,0,6,4.8,311,1008.2,97.8,9.9,0,,0,10,Overcast,cloudy,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T05:00:00,69.8,69.8,64.9,84.55,0,0,,0,0,10.5,3.8,344,1007.9,88.9,8.8,0,,0,10,Partially cloudy,partly-cloudy-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T06:00:00,68,68,64.8,89.58,0,0,,0,0,11,5.7,335,1008.5,50,9.9,0,,0,10,Partially cloudy,partly-cloudy-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T07:00:00,68.1,68.1,64.5,88.07,0,0,,0,0,13.9,4.7,308,1009.4,91.1,9.9,3,0,0,10,Overcast,cloudy,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T08:00:00,69.1,69.1,64.4,85.15,0,0,,0,0,11.6,5.1,315,1010.1,91.1,9.9,39,0.1,0,10,Overcast,cloudy,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T09:00:00,70.2,70.2,60,70.26,0,0,,0,0,14.1,10.8,325,1010.4,82,9.9,71,0.3,1,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T10:00:00,72.2,72.2,58.7,62.46,0,0,,0,0,18.3,9.8,328,1010.7,82,9.9,40,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T11:00:00,74,74,56.7,54.79,0,0,,0,0,13.4,12.3,310,1010.9,88.9,9.9,49,0.2,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T12:00:00,74.5,74.5,53,47.23,0,0,,0,0,10.7,8.7,316,1010.8,88.9,9.9,94,0.3,1,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T13:00:00,77.1,77.1,55.3,46.97,0,0,,0,0,11.9,6.2,280,1010.2,31.8,9.9,49,0.2,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T14:00:00,79,79,53.9,41.97,0,0,,0,0,18.1,10.1,245,1009.9,27.3,9.9,554,2,6,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T15:00:00,79.8,79.8,54.7,41.95,0,0,,0,0,14.8,9.4,274,1009.5,31.8,9.9,87,0.3,1,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T16:00:00,80.7,80.4,54,39.8,0,0,,0,0,14.1,10.9,274,1009.2,50,9.9,71,0.3,1,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T17:00:00,80.1,80,53.6,40.02,0,0,,0,0,17.2,9.6,274,1009.2,27.3,9.9,35,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T18:00:00,79.9,79.9,52.6,38.74,0,0,,0,0,11.2,7.4,256,1009.6,22.7,9.9,26,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T19:00:00,76.2,76.2,53.6,45.58,0,0,,0,0,13.4,4.8,294,1010.1,22.7,9.9,3,0,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-13T20:00:00,70.9,70.9,57,61.65,0,0,,0,0,8.3,4.8,311,1010.7,73,9.9,482,1.7,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T21:00:00,70.3,70.3,55.1,58.55,0,0,,0,0,9.2,8.4,327,1012.1,88.9,9.9,626,2.3,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T22:00:00,69.8,69.8,53.1,55.47,0,0,,0,0,19.9,9.4,318,1012.5,91.1,9.9,336,1.2,0,10,Overcast,cloudy,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-13T23:00:00,69.4,69.4,52.9,55.69,0,0,,0,0,15.9,10.8,326,1013.1,88.9,9.9,76,0.3,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T00:00:00,67.3,67.3,52.9,59.96,0,0,,0,0,16.8,6.4,326,1013.5,91,9.9,36,0.1,0,10,Overcast,cloudy,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T01:00:00,65,65,53.3,65.76,0,0,,0,0,14.1,6.6,327,1013.9,15.9,9.9,0,,0,10,Clear,clear-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T02:00:00,63.4,63.4,53.6,70.25,0,0,,0,0,14.8,5.7,335,1014.2,0,9.9,0,,0,10,Clear,clear-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T03:00:00,62,62,52.8,71.71,0,0,,0,0,15,5.7,344,1014.3,0,9.9,0,,0,10,Clear,clear-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T04:00:00,61,61,52.6,73.93,0,0,,0,0,11.6,5.7,335,1014.6,0,9.9,0,,0,10,Clear,clear-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T05:00:00,59.3,59.3,52.5,78.17,0,0,,0,0,8.9,4.8,360,1015.1,0,9.9,0,,0,10,Clear,clear-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T06:00:00,59.8,59.8,52.4,76.4,0,0,,0,0,11.4,4.8,335,1015.7,0,9.9,0,,0,10,Clear,clear-night,"KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T07:00:00,58.9,58.9,51.5,76.32,0,0,,0,0,9.4,3.8,335,1016.4,22.7,9.9,3,0,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T08:00:00,60.9,60.9,52.6,74.19,0,0,,0,0,15.4,4.8,327,1017.1,22.7,9.9,15,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T09:00:00,65.2,65.2,53.2,65.23,0,0,,0,0,17.9,6.4,308,1017.7,22.7,9.9,24,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T10:00:00,69.4,69.4,55.1,60.4,0,0,,0,0,19.5,7.9,310,1018,22.7,9.9,28,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T11:00:00,73.1,73.1,56,55.05,0,0,,0,0,16.3,9.9,320,1018.4,22.7,9.9,31,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T12:00:00,74.3,74.3,56.8,54.38,0,0,,0,0,15,7.3,300,1018.4,22.7,9.9,43,0.2,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T13:00:00,77.1,77.1,56.9,49.77,0,0,,0,0,11.2,9.9,310,1018.1,27.3,9.9,84,0.3,1,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T14:00:00,79,79,56.6,46.28,0,0,,0,0,11.4,10.3,316,1017.8,27.3,9.9,328,1.2,3,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T15:00:00,79.1,79.1,56.9,46.68,0,0,,0,0,12.5,13.9,290,1017.4,50,9.9,169,0.6,2,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,F6547"
"Fairfax, VA 22030",2022-09-14T16:00:00,78.8,78.8,55.9,45.31,0,0,,0,0,20.8,13.9,308,1016.9,50,9.9,105,0.4,1,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T17:00:00,78.9,78.9,56.1,45.43,0,0,,0,0,21.9,10.1,333,1017.1,22.7,9.9,38,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T18:00:00,78.2,78.2,56.8,47.8,0,0,,0,0,13,9.7,330,1017.3,41,9.9,26,0.1,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T19:00:00,75.8,75.8,57.1,52.32,0,0,,0,0,13.2,8.1,338,1017.4,22.7,8.9,4,0,0,10,Partially cloudy,partly-cloudy-day,"KIAD,72403093738,KDAA,F6547"
"Fairfax, VA 22030",2022-09-14T20:00:00,71,71,58.3,64.19,0,0,,0,0,4.5,3.8,311,1017.8,41,8.9,706,2.5,0,10,Partially cloudy,partly-cloudy-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T21:00:00,67.2,67.2,59.3,75.63,0,0,,0,0,8.7,3.8,303,1018.7,0,9.9,53,0.2,0,10,Clear,clear-night,"0406W,KIAD,72403093738,KDAA"
"Fairfax, VA 22030",2022-09-14T22:00:00,65.2,65.2,59.7,82.28,0,0,,0,0,6.7,2.9,297,1019.8,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-14T23:00:00,63,63,59.5,88.38,0,0,,0,0,6.7,2.1,283,1020.1,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T00:00:00,62,62,59.5,91.39,0,0,,0,0,5.8,2.1,311,1020.3,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T01:00:00,60.4,60.4,58.4,93.07,0,0,,0,0,10.3,0,0,1020.1,0,8.2,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T02:00:00,63.2,63.2,58.2,83.77,0,0,,0,0,16.3,4.3,346,1020,0,9.8,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T03:00:00,63.1,63.1,58.1,83.76,0,0,,0,0,13.9,3.6,346,1020.4,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T04:00:00,62.8,62.8,57.8,83.67,0,0,,0,0,15.4,4,330,1020.4,0,8.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T05:00:00,61.5,61.5,57.6,86.88,0,0,,0,0,14.8,3.5,324,1020.4,0,8.4,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T06:00:00,62,62,57.5,85.05,0,0,,0,0,14.3,4.2,338,1020.8,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T07:00:00,62.2,62.2,57.5,84.49,0,0,,0,0,10.7,2.9,346,1021.6,54.6,9.9,5,0,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T08:00:00,64.7,64.7,58.2,79.47,0,0,,0,0,14.3,4.9,333,1022.5,30.7,9.9,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T09:00:00,69.8,69.8,60.3,71.96,0,0,,0,0,21.7,8.8,341,1022.7,30.7,9.9,58,0.2,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T10:00:00,73.2,73.2,60.7,65.07,0,0,,0,0,21.9,13.2,333,1022.8,30.7,9.9,57,0.2,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T11:00:00,75,75,60.4,60.46,0,0,,0,0,20.8,12.7,350,1022.9,23.9,9.9,83,0.3,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T12:00:00,76.8,76.8,60.6,57.31,0,0,,0,0,17.2,11.1,346,1022.4,53,9.9,107,0.4,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T13:00:00,79.1,79.1,60.6,53.18,0,0,,0,0,18.5,10.4,339,1022.3,80.4,9.9,123,0.4,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T14:00:00,80.1,80.7,58.8,48.38,0,0,,0,0,17.2,10.6,330,1021.9,56.4,9.9,525,1.9,5,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T15:00:00,80.2,80.5,57,45.06,0,0,,0,0,17.2,7.6,342,1021.4,43.2,9.9,86,0.3,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T16:00:00,80.5,80.5,55.7,42.66,0,0,,0,0,12.3,8.7,338,1020.8,46.6,9.9,57,0.2,1,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T17:00:00,80.4,80.3,54.5,40.95,0,0,,0,0,18.3,10.8,352,1020.7,29.6,9.9,44,0.2,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T18:00:00,78.6,78.6,54.2,42.93,0,0,,0,0,9.6,9.2,4,1020.9,17,9.9,23,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T19:00:00,75.3,75.3,51.7,43.69,0,0,,0,0,10.5,7.1,32,1021.2,17,9.9,3,0,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-15T20:00:00,70.4,70.4,54,56.15,0,0,,0,0,10.5,5.1,43,1021.8,17,9.9,592,2.1,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T21:00:00,67.7,67.7,54.9,63.62,0,0,,0,0,10.5,5,47,1022.5,0,9.9,141,0.5,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T22:00:00,63.8,63.8,55.3,73.75,0,0,,0,0,9.8,2.1,56,1023,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-15T23:00:00,60.7,60.7,56,84.35,0,0,,0,0,7.6,0,0,1023,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T00:00:00,59.3,59.3,55.1,86.16,0,0,,0,0,5.8,0,0,1023.3,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T01:00:00,56.8,56.8,54.3,91.33,0,0,,0,0,3.8,0,0,1023.4,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T02:00:00,56.1,56.1,53.9,92.39,0,0,,0,0,6,0,0,1023.4,0,9.2,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T03:00:00,55.2,55.2,53.3,93.13,0,0,,0,0,5.8,0,0,1023.2,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T04:00:00,54.1,54.1,52.9,95.52,0,0,,0,0,7.2,0,0,1023.1,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T05:00:00,54.8,54.8,52.8,93.04,0,0,,0,0,9.8,0,0,1023.1,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T06:00:00,53.2,53.2,52,95.51,0,0,,0,0,8.7,0,0,1023.1,6.9,9.6,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T07:00:00,52.8,52.8,51.6,95.5,0,0,,0,0,5.6,0,0,1023.6,0,9.9,4,0,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T08:00:00,55.6,55.6,54,94.36,0,0,,0,0,5.8,0,0,1024,0,9.9,26,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T09:00:00,62,62,56.4,81.8,0,0,,0,0,4.9,2.9,318,1024.1,0,9.9,46,0.2,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T10:00:00,66.9,66.9,56.8,69.95,0,0,,0,0,1.8,2.1,325,1024.3,17,9.9,71,0.3,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T11:00:00,71.9,71.9,54.5,54.34,0,0,,0,0,6.3,2.9,0,1024.3,17,9.9,90,0.3,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T12:00:00,74.6,74.6,56,52.32,0,0,,0,0,5.4,4.4,264,1023.9,0,9.9,108,0.4,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T13:00:00,76.8,76.8,56.2,49.11,0,0,,0,0,7.4,4.6,278,1023.3,17,9.9,116,0.4,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T14:00:00,79.1,79.1,56.4,45.75,0,0,,0,0,6.5,6.9,319,1022.8,17,9.9,397,1.4,4,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T15:00:00,80,80,56,43.85,0,0,,0,0,7.6,2.8,19,1022,0,9.9,198,0.7,2,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T16:00:00,80.1,80.4,56.5,44.43,0,0,,0,0,4.9,4.3,285,1021.4,0,9.9,93,0.3,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T17:00:00,80.1,80.5,57.1,45.37,0,0,,0,0,9.6,4.3,332,1021.2,0,9.9,75,0.3,1,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T18:00:00,78,78,57.7,49.72,0,0,,0,0,4,6.1,267,1021.3,0,9.9,34,0.1,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T19:00:00,74.2,74.2,59,59.13,0,0,,0,0,8.1,4.4,314,1021.6,0,8.8,3,0,0,10,Clear,clear-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-16T20:00:00,68.6,68.6,60.1,74.32,0,0,,0,0,6.7,0,0,1021.9,17,8.8,592,2.1,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T21:00:00,64.2,64.2,60.2,86.62,0,0,,0,0,2.2,0,0,1022.4,17,9.9,142,0.5,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T22:00:00,62.5,62.5,58.7,87.27,0,0,,0,0,7.2,0,0,1022.7,0,9.9,19,0.1,0,10,Clear,clear-night,"72403603710,0406W,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-16T23:00:00,61.3,61.3,58.3,89.85,0,0,,0,0,7.8,0,0,1022.7,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T00:00:00,60.6,60.6,58.2,91.79,0,0,,0,0,8.1,0,0,1023,0,9.6,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T01:00:00,59.3,59.3,57.8,94.82,0,0,rain,0,0,4,0,0,1023,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T02:00:00,58.5,58.5,57,94.5,0,0,,0,0,4,0,0,1023,0,9.9,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T03:00:00,57.3,57.3,56.1,95.92,0,0,,0,0,4,0,0,1023.2,0,8.4,0,,0,10,Clear,clear-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T04:00:00,56.7,56.7,56.1,97.77,0,0,,0,0,5.8,0,0,1023.2,29.6,6.2,0,,0,10,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T05:00:00,56.3,56.3,55.7,97.76,0,0,rain,0,0,5.6,0,0,1023.5,55.8,6.9,0,,0,10,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T06:00:00,56.5,56.5,55.4,96.08,0,0,rain,0,0,6,0,0,1023.7,27.3,6.4,0,,0,10,Partially cloudy,partly-cloudy-night,"72403603710,KIAD,72403093738,KDAA,KHEF"
"Fairfax, VA 22030",2022-09-17T07:00:00,55.9,55.9,55.3,97.76,0,0,rain,0,0,4.3,0,0,1024,44.2,6.6,4,0,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-17T08:00:00,58,58,57.2,97.35,0,0,,0,0,2,0,0,1024.5,30.7,9.6,26,0.1,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
"Fairfax, VA 22030",2022-09-17T09:00:00,64,64,60.7,88.95,0,0,,0,0,4,0,0,1024.6,30.7,9.9,46,0.2,0,10,Partially cloudy,partly-cloudy-day,"72403603710,KIAD,72403093738,KDAA,F6547,KHEF"
